#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
129,Garrett Crochet,CHW,SP,L,35.6,19.4,8.8,487.7,113.2,5.5,6.8,0,2,4.09,4.29,1.37,120.5,55.4,99.5,5.0,51.4,55.4,15,41.1,39.1,19.7,0.286,676979
130,Dakota Hudson,COL,SP,R,22.7,22.7,8.4,485.2,109.0,4.2,8.3,0,0,5.71,6.02,1.64,59.2,44.5,134.7,5.8,60.5,65.5,16,51.6,27.5,20.9,0.334,641712
131,Luis Medina,OAK,SP,R,22.7,22.7,8.7,485.3,109.0,4.8,7.6,0,0,4.64,4.78,1.51,97.3,58.7,105.3,6.0,58.2,62.6,14,44.9,35.2,19.9,0.295,665622
132,Javier Assad,CHC,SP,R,32.4,16.2,7.1,474.2,108.6,6.0,6.2,0,4,4.63,4.83,1.43,87.6,42.8,112.1,5.1,56.0,60.3,15,44.0,35.7,20.4,0.298,665871
133,Steven Matz,STL,SP,L,32.4,16.2,7.8,454.1,108.5,6.7,5.1,0,2,3.82,3.94,1.24,104.9,31.5,102.5,4.2,46.8,50.7,14,44.0,36.1,20.0,0.299,13361
134,Nick Lodolo,CIN,SP,L,21.1,21.1,10.6,449.9,107.6,6.3,5.3,0,0,3.86,4.13,1.26,123.8,37.8,97.6,8.3,43.3,47.0,15,44.7,35.4,19.9,0.307,666157
135,Ryne Nelson,ARI,SP,R,32.4,16.2,6.3,460.2,106.9,5.8,6.3,0,2,4.84,5.14,1.40,79.8,35.2,114.1,3.8,57.9,61.6,17,36.7,43.1,20.2,0.299,669194
136,Taj Bradley,TB,SP,R,21.1,21.1,9.3,451.0,105.5,6.1,5.7,0,0,4.27,4.42,1.30,106.0,37.1,100.6,4.0,50.8,54.4,16,38.7,41.5,19.8,0.289,671737
137,Jared Jones,PIT,SP,R,21.1,21.1,8.6,462.3,105.5,5.5,6.6,0,0,4.72,5.05,1.44,88.4,43.3,108.3,6.0,55.3,59.3,15,41.6,37.3,21.1,0.304,683003
138,Gavin Stone,LAD,SP,R,32.4,16.2,7.1,450.8,105.3,6.5,5.0,0,2,4.09,4.27,1.35,100.8,38.7,103.8,3.8,48.9,52.9,15,45.3,34.7,20.0,0.302,694813
139,Luis L. Ortiz,PIT,SP,R,32.4,16.2,6.2,457.6,103.7,5.1,6.4,0,2,4.78,4.94,1.49,78.5,44.8,109.2,4.3,55.0,59.3,13,45.8,34.2,20.0,0.305,682847
140,Kodai Senga,NYM,SP,R,18.4,18.4,9.7,439.4,103.0,6.8,4.7,0,0,3.76,3.72,1.27,118.9,43.3,87.8,3.6,44.3,48.0,13,42.9,37.4,19.7,0.283,673540
141,Kyle Bradish,BAL,SP,R,18.4,18.4,9.7,435.1,103.0,6.6,4.9,0,0,3.87,3.80,1.24,99.8,32.9,95.2,4.4,44.4,48.2,13,46.2,33.8,20.0,0.290,680694
142,Jhony Brito,SD,SP,R,32.4,16.2,6.7,442.5,102.1,5.4,5.9,0,2,4.42,4.54,1.38,80.7,35.3,105.3,4.5,51.6,55.7,15,45.1,34.9,19.9,0.292,666745
143,Joe Boyle,OAK,SP,R,32.4,16.2,7.2,453.8,102.1,5.2,6.3,0,2,4.32,4.50,1.49,112.1,65.8,85.9,5.1,50.8,54.7,12,41.3,39.3,19.4,0.282,671212
144,Eury Perez,MIA,SP,R,19.5,19.5,9.2,430.4,101.4,5.6,5.7,0,0,4.16,3.97,1.19,112.3,35.0,85.3,4.3,46.5,49.6,15,33.2,47.3,19.5,0.270,691587
145,James Paxton,LAD,SP,L,19.4,19.4,9.3,427.1,100.9,6.7,4.5,0,0,3.99,3.99,1.26,105.8,34.1,92.8,3.7,45.6,49.0,16,39.6,40.4,20.0,0.285,11828
146,Anthony DeSclafani,MIN,SP,R,31.2,17.0,7.0,429.7,100.6,5.5,5.8,0,1,4.39,4.39,1.31,81.5,26.2,105.4,3.9,50.7,54.3,15,41.4,38.3,20.3,0.298,13050
147,Cole Irvin,BAL,SP,L,32.4,16.2,6.8,427.8,100.4,5.5,5.6,0,2,4.44,4.64,1.30,75.7,24.1,106.8,5.1,49.6,53.2,16,40.1,39.4,20.6,0.294,608344
148,DL Hall,MIL,SP,L,32.4,16.2,7.8,419.4,98.8,5.6,5.0,0,3,3.69,3.96,1.30,119.6,45.3,83.5,4.3,40.0,43.5,12,42.6,37.8,19.6,0.291,669084
149,Cody Bradford,TEX,SP,L,32.4,16.2,6.6,419.7,98.8,5.4,5.6,0,2,4.76,5.15,1.34,79.2,27.3,105.0,3.9,50.2,53.5,19,35.8,43.6,20.6,0.291,674003
150,A.J. Puk,MIA,SP,L,32.4,16.2,7.3,414.3,97.2,5.1,5.4,0,2,4.12,4.23,1.29,97.8,35.9,89.9,5.2,44.2,47.6,12,41.9,38.3,19.8,0.297,640462
151,Michael Soroka,CHW,SP,R,19.4,19.4,8.5,417.2,97.0,4.6,6.2,0,0,4.36,4.57,1.36,81.8,33.1,98.6,5.6,46.9,50.7,14,46.1,33.4,20.4,0.297,647336
152,Jordan Hicks,SF,SP,R,19.4,19.4,9.2,419.3,97.0,5.4,5.2,0,0,3.76,3.91,1.38,102.4,48.0,86.2,5.0,41.7,45.6,9,51.1,29.5,19.4,0.305,663855
153,Max Meyer,MIA,SP,R,19.4,19.4,8.4,419.3,97.0,5.1,5.8,0,0,4.41,4.40,1.37,86.3,36.0,96.4,3.9,47.2,51.0,12,45.7,34.2,20.1,0.302,676974
154,Matt Manning,DET,SP,R,18.5,18.5,7.7,419.4,96.2,5.0,6.2,0,0,4.80,4.73,1.36,72.1,32.9,98.4,4.1,51.8,55.4,14,40.5,39.1,20.4,0.286,666159
155,Jose Urquidy,HOU,SP,R,29.4,14.7,5.6,412.2,95.6,5.7,5.0,0,1,4.86,4.83,1.32,78.9,27.2,99.3,3.8,51.8,55.0,17,35.3,44.4,20.3,0.284,664353
156,Trevor Williams,WSH,SP,R,32.4,16.2,5.6,413.2,94.0,3.9,6.7,0,2,5.21,5.37,1.46,68.9,31.0,106.4,4.1,53.7,57.2,17,40.2,38.9,20.9,0.306,16977
157,Jakob Junis,MIL,SP,R,30.8,14.6,6.4,399.9,93.9,5.1,5.3,0,2,4.37,4.46,1.32,88.8,27.5,96.2,4.1,45.0,48.4,14,42.6,37.1,20.3,0.302,596001
158,Ryan Feltner,COL,SP,R,19.4,19.4,7.7,403.4,93.1,3.7,6.7,0,0,5.26,5.46,1.47,77.1,39.3,97.4,3.9,47.7,51.1,15,40.2,39.7,20.1,0.313,663372
159,Nick Nastrini,CHW,SP,R,18.5,18.5,7.2,408.2,92.5,4.2,6.5,0,0,4.96,5.28,1.48,82.4,42.4,94.4,4.6,50.8,54.1,17,38.5,40.4,21.1,0.293,680897
160,Quinn Priester,PIT,SP,R,18.5,18.5,7.9,403.4,92.5,4.9,5.6,0,0,4.49,4.71,1.46,70.9,39.2,95.8,4.5,46.1,50.1,11,50.7,28.9,20.4,0.308,682990
161,Alek Manoah,TOR,SP,R,29.4,14.7,6.0,393.7,91.1,7.3,7.3,0,0,4.50,4.67,1.39,85.0,36.6,89.6,6.6,46.4,49.6,13,38.6,41.2,20.2,0.287,666201
162,Sawyer Gipson-Long,DET,SP,R,29.4,14.7,6.4,374.9,88.2,4.5,5.2,0,1,4.23,4.21,1.27,78.4,25.9,86.3,4.0,41.9,45.1,12,42.6,37.2,20.2,0.293,687830
163,Alec Marsh,KC,SP,R,29.2,13.0,4.9,380.3,86.7,4.2,5.4,0,2,4.82,4.89,1.42,79.0,38.3,84.6,4.8,45.4,48.5,12,39.4,40.6,20.0,0.299,679525
164,Matt Waldron,SD,SP,R,16.2,16.2,6.7,374.6,85.9,4.8,5.2,0,0,4.84,4.98,1.40,63.9,28.3,92.4,4.2,47.5,50.8,14,41.5,37.8,20.7,0.293,663362
165,Gerrit Cole,NYY,SP,R,14.8,14.8,8.2,356.2,85.8,6.2,3.4,0,0,3.75,3.57,1.13,96.5,22.8,74.4,2.8,35.6,38.5,13,40.1,40.2,19.7,0.276,13125
166,Shane Baz,TB,SP,R,26.8,14.6,7.0,354.1,85.2,5.0,4.1,0,1,3.73,3.71,1.18,94.5,26.2,74.6,4.0,35.7,38.6,11,41.6,38.8,19.7,0.285,669358
167,Bowden Francis,TOR,SP,R,29.2,13.0,5.1,363.7,84.4,4.6,4.8,0,2,4.62,4.77,1.29,78.1,29.4,79.8,4.8,44.2,46.9,15,32.0,47.9,20.1,0.269,670102
168,Keaton Winn,SF,SP,R,29.2,13.0,5.7,361.3,84.4,4.5,4.7,0,2,4.04,4.08,1.30,72.7,26.4,83.7,4.4,39.0,42.3,10,48.1,31.9,20.0,0.300,676775
169,Tommy Henry,ARI,SP,L,40.5,8.1,3.3,359.3,83.4,4.4,4.5,0,3,4.46,4.81,1.39,69.0,31.8,84.4,3.4,41.6,44.6,11,40.0,39.5,20.5,0.299,674072
170,Bryce Elder,ATL,SP,R,26.4,13.2,5.8,365.7,83.2,5.7,3.7,0,1,4.56,4.45,1.41,66.1,29.1,88.4,3.9,41.7,45.3,10,50.1,29.1,20.8,0.303,693821
171,Ryan Yarbrough,LAD,SP,L,38.9,6.5,2.7,347.4,81.8,4.6,4.0,0,3,4.29,4.54,1.30,65.6,18.5,87.6,5.2,39.8,42.6,14,39.7,39.4,20.9,0.297,642232
172,Emmet Sheehan,LAD,SP,R,26.4,13.2,5.8,350.4,81.8,5.1,3.9,0,1,4.11,4.09,1.28,92.7,34.7,70.0,3.8,38.2,40.9,13,35.6,44.7,19.7,0.273,686218
173,Luis Gil,NYY,SP,R,29.2,13.0,5.6,350.8,81.2,5.0,4.0,0,2,4.31,4.34,1.33,92.2,37.9,69.7,3.3,38.8,41.4,13,34.5,45.9,19.6,0.275,661563
174,Carlos Carrasco,CLE,SP,R,29.2,13.0,5.4,351.5,81.2,4.2,4.8,0,2,4.49,4.69,1.40,68.8,26.4,87.3,3.6,40.9,44.1,12,45.6,34.0,20.4,0.309,6632
175,Reynaldo Lopez,ATL,SP,R,35.6,11.3,4.9,346.0,80.8,5.3,3.5,0,4,4.23,4.15,1.29,85.8,31.2,72.8,2.8,37.6,40.4,11,37.7,42.7,19.6,0.285,16400
176,Emerson Hancock,SEA,SP,R,29.2,13.0,4.9,350.0,79.9,4.2,4.8,0,2,4.81,4.99,1.41,64.7,28.4,84.0,3.9,43.5,46.5,13,40.3,39.3,20.4,0.290,676106
177,Jackson Rutledge,WSH,SP,R,26.4,13.2,4.7,350.9,79.2,3.5,5.6,0,1,5.30,5.48,1.49,56.9,32.6,85.7,4.9,46.1,49.1,13,40.2,39.6,20.1,0.297,671131
178,Drew Thorpe,CHW,SP,R,15.8,15.8,7.0,337.5,79.0,3.8,5.0,0,0,4.27,4.55,1.37,71.0,28.0,79.8,2.8,37.4,40.4,12,45.2,33.7,21.1,0.300,689672
179,Tyler Alexander,TB,SP,L,56.7,8.1,1.7,334.5,77.8,3.0,4.8,0,5,4.54,4.55,1.30,65.9,20.7,80.4,3.2,39.7,42.3,13,37.1,42.4,20.5,0.288,641302
180,Roansy Contreras,PIT,RP,R,45.4,4.9,1.9,320.5,76.7,3.8,4.1,0,4,4.31,4.63,1.37,70.1,27.9,77.1,2.7,36.7,39.3,10,37.8,42.4,19.8,0.290,672710
181,Domingo German,PIT,SP,R,27.7,7.9,3.7,309.6,73.2,4.0,3.9,0,2,4.21,4.11,1.23,68.1,22.2,67.7,3.3,34.2,36.7,10,39.9,39.9,20.2,0.282,17149
182,Austin Voth,SEA,RP,R,45.4,4.9,1.8,316.6,73.1,3.7,4.0,0,6,4.51,4.71,1.35,68.1,25.6,73.3,3.1,37.4,39.8,12,36.4,43.5,20.1,0.289,15047
183,Ricky Tiedemann,TOR,SP,L,14.6,14.6,6.7,314.2,73.0,4.3,3.7,0,0,3.96,4.26,1.36,75.8,31.3,68.1,3.7,32.8,35.5,9,44.6,34.5,20.9,0.299,694357
184,Alex Faedo,DET,RP,R,48.6,0.0,0.0,306.8,72.9,3.6,3.6,0,7,4.01,3.81,1.17,73.9,21.8,63.5,2.6,32.8,35.0,10,35.6,44.6,19.9,0.272,656412
185,Clayton Beeter,NYY,SP,R,40.5,8.1,3.3,317.2,72.9,4.2,3.7,0,3,4.43,4.72,1.40,75.3,32.7,69.1,3.6,35.8,38.3,11,39.2,39.7,21.1,0.294,690925
186,Spencer Turnbull,PHI,SP,R,34.0,9.7,4.1,312.9,72.8,4.0,3.9,0,2,4.33,4.39,1.36,61.6,25.5,73.4,3.8,34.7,37.5,9,46.7,33.1,20.2,0.302,605513
187,Daniel Lynch IV,KC,SP,L,13.2,13.2,6.0,313.9,72.6,4.1,4.3,0,0,4.80,4.92,1.38,55.8,25.4,74.6,2.9,37.9,40.5,11,40.7,38.8,20.4,0.297,663738
188,Peter Lambert,COL,SP,R,38.9,6.5,2.6,311.0,72.1,3.3,4.3,0,3,5.14,5.32,1.43,58.0,26.5,76.3,3.6,36.0,38.6,12,40.7,39.1,20.2,0.309,663567
189,Zack Thompson,STL,SP,L,32.4,8.1,3.4,313.8,72.1,4.0,3.7,0,2,4.15,4.52,1.42,67.7,33.3,69.2,3.3,33.9,36.6,9,44.2,35.6,20.1,0.303,668868
190,Chris Stratton,KC,RP,R,64.8,0.0,0.0,307.1,71.3,3.5,3.5,0,12,4.32,4.55,1.36,64.8,27.3,69.8,2.6,33.4,35.9,9,39.5,40.3,20.2,0.304,13761
191,Joe Mantiply,ARI,RP,L,64.8,0.0,0.0,302.4,71.3,3.7,3.3,0,6,3.86,4.19,1.33,59.0,21.8,73.3,2.8,30.8,33.6,8,47.6,31.8,20.5,0.311,14857
192,Fernando Cruz,CIN,RP,R,64.8,0.0,0.0,301.3,71.3,3.7,3.3,0,15,4.00,3.99,1.26,87.4,30.3,59.5,3.1,29.7,31.9,10,35.9,44.4,19.7,0.284,518585
193,Scott Barlow,CLE,RP,R,64.8,0.0,0.0,305.3,71.3,3.6,3.4,2,12,3.84,3.93,1.29,78.3,27.6,64.3,3.3,30.6,33.2,9,42.4,37.6,20.0,0.292,605130
194,Jordan Weems,WSH,RP,R,64.8,0.0,0.0,308.2,71.3,3.3,3.7,0,14,4.43,4.36,1.33,70.4,31.2,63.5,3.0,34.7,37.1,10,37.8,42.3,19.9,0.276,607179
195,Miguel Diaz,DET,RP,R,64.8,0.0,0.0,308.1,71.3,3.4,3.6,0,19,4.13,4.21,1.36,66.4,29.6,67.1,2.9,33.0,35.7,8,44.8,35.4,19.8,0.295,622766
196,Tyler Rogers,SF,RP,R,64.8,0.0,0.0,309.7,71.3,3.3,3.6,0,19,4.24,4.34,1.38,51.6,21.7,76.9,3.6,34.6,37.5,8,49.1,29.8,21.1,0.307,643511
197,Jake Bird,COL,RP,R,64.8,0.0,0.0,305.6,71.3,3.6,3.4,0,19,4.46,4.75,1.43,59.5,27.3,74.6,4.1,30.9,33.8,8,51.0,29.1,19.9,0.327,656234
198,Brock Burke,TEX,RP,L,64.8,0.0,0.0,300.6,71.3,3.7,3.3,0,19,4.00,4.19,1.25,71.8,22.9,66.4,2.9,30.5,32.8,10,39.6,40.6,19.8,0.288,656271
199,Ryan Thompson,ARI,RP,R,64.8,0.0,0.0,305.4,71.3,3.6,3.4,1,16,4.08,4.25,1.36,59.4,25.3,71.5,3.4,32.5,35.4,8,49.3,30.2,20.5,0.305,657044
200,Tyler Holton,DET,RP,L,64.8,0.0,0.0,303.6,71.3,3.5,3.5,0,19,3.92,3.88,1.24,63.6,22.8,65.8,2.8,31.4,34.0,8,43.6,36.2,20.2,0.281,663947
201,Jose Soriano,LAA,RP,R,64.8,0.0,0.0,306.3,71.3,3.7,3.3,0,19,3.83,3.97,1.35,82.5,35.4,61.1,4.1,29.7,32.4,8,46.2,34.2,19.6,0.298,667755
202,Bryse Wilson,MIL,RP,R,64.8,0.0,0.0,307.4,71.3,3.3,3.6,0,6,4.57,4.60,1.32,58.6,20.2,74.1,3.1,35.7,38.3,12,40.2,39.7,20.1,0.287,669060
203,Andre Pallante,STL,RP,R,64.8,0.0,0.0,305.4,71.3,3.7,3.3,0,19,3.76,4.02,1.42,55.6,28.1,73.1,2.7,30.3,33.6,5,59.7,20.4,19.9,0.317,669467
204,Josh Winckowski,BOS,RP,R,64.8,0.0,0.0,302.4,71.3,3.7,3.3,0,19,4.12,4.38,1.35,63.6,23.8,72.2,2.7,30.5,33.2,8,47.4,33.0,19.6,0.314,670174
205,Hunter Stratton,PIT,RP,R,64.8,0.0,0.0,310.2,71.3,3.4,3.5,0,6,4.25,4.44,1.37,71.1,33.8,63.6,3.6,33.7,36.2,9,38.9,41.3,19.9,0.287,676702
206,Bryan Hoeing,MIA,RP,R,55.0,3.2,1.0,302.5,70.1,3.2,3.9,0,5,4.46,4.40,1.36,52.4,20.3,74.9,3.1,34.6,37.4,9,48.2,31.9,20.0,0.303,663773
207,Brent Suter,CIN,RP,L,63.2,0.0,0.0,303.8,69.5,3.4,3.4,0,13,4.61,4.93,1.47,57.3,27.9,74.0,2.9,33.4,36.1,10,45.6,33.3,21.1,0.305,13942
208,Robert Garcia,WSH,RP,L,63.2,0.0,0.0,299.6,69.5,3.3,3.5,0,19,4.10,4.41,1.38,69.0,32.0,63.6,3.1,31.3,33.8,9,42.0,38.0,20.0,0.295,676395
209,Yariel Rodriguez,TOR,SP,R,23.8,10.6,4.3,300.4,68.8,3.8,3.8,0,1,4.50,4.65,1.43,67.2,31.1,67.1,3.7,35.1,37.7,10,41.4,37.5,21.1,0.298,684320
210,Kyle Muller,OAK,RP,L,45.4,4.9,1.9,293.4,68.1,3.1,3.9,0,4,4.18,4.57,1.42,58.5,27.4,69.6,2.8,32.7,35.3,8,44.6,35.3,20.1,0.311,666205
211,Xzavion Curry,CLE,SP,R,45.4,4.9,1.7,294.8,68.1,3.2,4.0,0,4,4.86,5.00,1.36,55.9,22.1,70.8,2.6,37.1,39.3,12,33.4,46.4,20.2,0.286,675540
212,Cole Sands,MIN,RP,R,56.7,0.0,0.0,291.7,68.0,3.3,3.3,0,6,4.10,4.21,1.32,66.7,26.3,63.6,3.2,32.0,34.4,9,40.4,39.4,20.2,0.292,663485
213,Grant Anderson,TEX,RP,R,48.6,0.0,0.0,291.6,68.0,3.4,3.2,0,15,4.31,4.62,1.38,64.3,27.1,66.4,3.6,31.3,33.8,9,42.9,36.9,20.2,0.300,681982
214,Aaron Ashby,MIL,SP,L,29.0,9.2,4.5,288.4,67.8,3.8,3.3,0,5,3.62,3.88,1.34,75.5,30.5,60.6,3.1,26.9,29.6,7,51.9,28.4,19.7,0.305,676879
215,Jose Suarez,LAA,SP,L,30.8,6.5,2.5,287.7,67.7,3.5,3.6,0,7,4.46,4.78,1.39,61.8,25.8,68.0,2.9,32.9,35.2,11,39.9,39.9,20.2,0.299,660761
216,Brandon Williamson,CIN,SP,L,23.8,10.6,4.3,294.9,67.3,3.5,4.0,0,1,5.09,5.35,1.46,57.4,28.0,70.2,3.0,35.7,38.1,13,37.6,42.1,20.3,0.291,682227
217,Jordan Lyles,KC,SP,R,38.9,6.5,2.5,288.7,66.9,3.3,3.9,0,3,5.08,4.96,1.32,49.5,18.1,70.2,2.7,36.8,39.1,11,36.5,43.0,20.5,0.288,7593
218,Ben Lively,CLE,RP,R,35.6,3.2,1.4,276.6,66.2,3.4,3.5,0,3,4.33,4.64,1.35,57.6,18.0,71.1,3.0,32.2,34.5,10,41.1,38.6,20.3,0.295,594902
219,Zach Plesac,LAA,SP,R,23.8,10.6,4.0,288.3,66.2,3.5,4.0,0,1,5.08,5.33,1.47,45.9,20.7,76.3,2.5,36.6,39.1,12,41.2,38.1,20.6,0.308,668676
220,Mason Black,SF,SP,R,23.8,10.6,4.5,285.2,66.2,3.5,3.8,0,1,4.25,4.43,1.36,62.1,24.3,65.7,3.5,32.1,34.6,9,43.1,35.8,21.1,0.305,696131
221,Drew Smyly,CHC,RP,L,37.3,4.9,2.0,279.3,66.1,3.4,3.5,0,3,4.23,4.42,1.28,64.9,20.9,63.7,2.6,31.1,33.2,10,36.3,43.5,20.2,0.293,11760
222,Michael Tonkin,NYM,RP,R,59.9,0.0,0.0,280.4,65.9,3.3,3.2,0,6,4.06,3.94,1.24,66.8,22.4,59.5,3.1,30.6,32.8,9,39.5,40.6,20.0,0.275,10315
223,Matt Strahm,PHI,RP,L,59.9,0.0,0.0,271.1,65.9,3.6,2.9,0,9,3.52,3.57,1.13,76.2,20.1,54.2,3.2,25.6,27.4,9,35.9,44.3,19.8,0.277,13799
224,Ian Hamilton,NYY,RP,R,59.9,0.0,0.0,281.4,65.9,3.6,2.9,3,18,3.56,3.87,1.32,73.8,29.2,57.7,2.8,26.0,28.5,7,48.0,32.4,19.7,0.298,641656
225,Ryan Walker,SF,RP,R,59.9,0.0,0.0,279.0,65.9,3.3,3.1,0,6,3.60,3.84,1.28,71.1,25.1,59.4,3.0,27.1,29.5,7,43.6,36.7,19.7,0.304,676254
226,Nick Mears,COL,RP,R,59.9,0.0,0.0,290.2,65.9,3.1,3.3,0,6,5.01,5.28,1.50,63.2,36.4,62.4,2.9,32.2,34.5,9,39.4,40.6,20.0,0.306,683232
227,Matthew Liberatore,STL,SP,L,32.4,8.1,3.3,281.5,65.6,3.6,3.3,0,7,4.09,4.41,1.35,59.0,25.0,63.8,3.3,30.3,32.7,8,43.4,36.5,20.1,0.301,669461
228,Luke Jackson,SF,RP,R,64.8,0.0,0.0,280.1,64.8,3.2,3.2,0,13,3.93,3.94,1.35,64.8,27.0,60.3,2.9,29.1,31.6,7,47.0,33.0,20.0,0.300,11752
229,Hector Neris,CHC,RP,R,64.8,0.0,0.0,276.8,64.8,3.2,3.1,5,16,4.08,4.04,1.26,69.5,26.5,55.3,3.1,29.4,31.5,9,36.2,43.6,20.2,0.275,11804
230,Rafael Montero,HOU,RP,R,64.8,0.0,0.0,278.0,64.8,3.4,2.9,2,16,4.00,4.10,1.33,69.1,25.5,60.5,2.9,28.9,31.2,8,42.7,37.6,19.8,0.300,12760
231,Jose Leclerc,TEX,RP,R,64.8,0.0,0.0,278.8,64.8,3.3,3.1,20,10,4.32,4.42,1.30,70.8,29.6,54.7,2.9,29.9,31.9,10,32.4,47.8,19.8,0.267,14524
232,Carlos Estevez,LAA,RP,R,64.8,0.0,0.0,277.9,64.8,3.2,3.1,20,6,4.34,4.37,1.33,69.3,27.6,58.5,3.0,30.6,32.6,10,34.9,45.5,19.7,0.286,14542
233,Joe Jimenez,ATL,RP,R,64.8,0.0,0.0,272.7,64.8,3.5,2.8,0,19,3.99,3.84,1.19,77.3,21.9,54.9,3.2,28.5,30.3,9,32.4,48.0,19.6,0.282,15761
234,Raisel Iglesias,ATL,RP,R,64.8,0.0,0.0,269.0,64.8,3.7,2.7,30,3,3.62,3.61,1.16,74.9,18.7,56.7,2.3,25.7,27.7,8,38.1,42.2,19.7,0.292,17130
235,Ryan Brasier,LAD,RP,R,64.8,0.0,0.0,273.4,64.8,3.4,2.9,0,10,3.87,3.76,1.23,66.3,20.6,58.9,2.5,28.5,30.7,9,40.4,39.9,19.7,0.281,5615
236,Clay Holmes,NYY,RP,R,64.8,0.0,0.0,274.9,64.8,3.6,2.7,30,0,3.31,3.48,1.28,67.4,24.1,59.0,3.6,23.8,26.5,5,57.4,22.9,19.7,0.306,605280
237,Joel Payamps,MIL,RP,R,64.8,0.0,0.0,273.7,64.8,3.3,3.1,7,19,3.95,4.12,1.27,63.2,20.7,61.5,2.9,28.1,30.4,8,43.2,37.0,19.8,0.291,606303
238,Aaron Bummer,ATL,RP,L,64.8,0.0,0.0,273.8,64.8,3.8,2.6,1,16,3.24,3.56,1.32,74.9,29.0,56.8,3.2,23.1,25.7,5,56.2,23.9,20.0,0.319,607481
239,Jose Alvarado,PHI,RP,L,64.8,0.0,0.0,270.2,64.8,3.7,2.7,15,13,3.04,3.38,1.24,84.0,30.8,49.8,3.1,21.7,24.0,6,48.9,31.7,19.4,0.302,621237
240,Ryan Borucki,PIT,RP,L,64.8,0.0,0.0,279.8,64.8,3.2,3.2,0,19,4.16,4.27,1.33,57.1,26.2,60.3,3.5,30.0,32.4,8,44.1,36.0,20.0,0.287,621366
241,Josh Sborz,TEX,RP,R,64.8,0.0,0.0,273.4,64.8,3.5,2.9,1,16,3.79,3.89,1.26,75.3,26.2,55.6,2.2,26.2,28.4,8,40.6,39.8,19.6,0.291,622250
242,Evan Phillips,LAD,RP,R,64.8,0.0,0.0,272.0,64.8,3.6,2.7,30,3,3.46,3.27,1.16,74.5,21.3,53.6,3.0,25.4,27.6,8,42.6,37.8,19.6,0.275,623465
243,Kyle Finnegan,WSH,RP,R,64.8,0.0,0.0,274.9,64.8,3.1,3.2,12,16,4.02,4.00,1.29,63.9,25.1,58.8,2.2,28.6,31.0,8,44.6,35.7,19.6,0.291,640448
244,Emilio Pagan,CIN,RP,R,64.8,0.0,0.0,274.9,64.8,3.2,3.1,0,12,4.50,4.40,1.26,69.9,24.8,57.0,2.3,30.4,32.3,12,31.7,48.7,19.6,0.268,641941
245,Kevin Ginkel,ARI,RP,R,64.8,0.0,0.0,272.4,64.8,3.4,2.9,7,16,3.68,3.72,1.26,70.0,25.5,55.9,2.5,26.7,28.9,7,43.1,37.2,19.7,0.293,656464
246,Alex Lange,DET,RP,R,64.8,0.0,0.0,283.1,64.8,3.2,3.2,20,6,3.88,3.85,1.35,72.5,33.9,53.9,3.5,28.2,30.7,6,46.5,33.6,19.9,0.288,656638
247,Tanner Scott,MIA,RP,L,64.8,0.0,0.0,270.0,64.8,3.6,2.8,25,6,3.07,3.32,1.22,83.9,29.3,50.0,3.3,22.0,24.2,5,47.5,33.0,19.5,0.306,656945
248,Jacob Webb,BAL,RP,R,64.8,0.0,0.0,280.4,64.8,3.2,3.2,0,19,4.29,4.41,1.34,61.6,27.6,59.4,3.1,30.9,33.2,9,38.9,41.1,20.0,0.282,657097
249,Julian Merryweather,CHC,RP,R,64.8,0.0,0.0,272.6,64.8,3.4,2.9,0,19,3.52,3.61,1.24,78.3,26.9,53.5,2.6,25.4,27.5,7,40.8,39.9,19.3,0.293,657240
250,Emmanuel Clase,CLE,RP,R,64.8,0.0,0.0,266.1,64.8,3.5,2.8,35,0,3.15,3.03,1.15,68.3,17.6,56.7,2.2,22.9,25.4,6,52.4,28.6,19.0,0.292,661403
251,Robert Suarez,SD,RP,R,64.8,0.0,0.0,273.2,64.8,3.3,3.0,20,6,3.61,3.50,1.21,72.6,24.6,53.6,2.5,26.8,29.0,8,41.9,38.7,19.4,0.273,663158
252,Tanner Rainey,WSH,RP,R,64.8,0.0,0.0,277.6,64.8,3.0,3.3,0,6,4.30,4.39,1.31,69.9,30.2,54.9,2.7,30.6,32.6,10,33.4,46.8,19.9,0.275,663432
253,James McArthur,KC,RP,R,64.8,0.0,0.0,275.9,64.8,3.2,3.1,5,16,4.10,4.23,1.30,58.5,22.0,62.5,3.6,28.8,31.2,7,44.6,35.5,19.9,0.304,663704
254,Phil Maton,TB,RP,R,64.8,0.0,0.0,281.1,64.8,3.1,3.2,0,14,4.31,4.40,1.34,64.0,25.6,61.5,4.4,31.4,33.7,9,40.2,39.0,20.7,0.289,664208
255,Alexis Diaz,CIN,RP,R,64.8,0.0,0.0,280.2,64.8,3.3,3.1,35,0,4.36,4.18,1.32,76.5,33.0,52.2,4.1,29.4,31.5,9,36.8,43.2,20.0,0.266,664747
256,Justin Lawrence,COL,RP,R,64.8,0.0,0.0,276.9,64.8,3.3,3.1,7,13,4.36,4.68,1.42,62.2,30.3,61.4,3.3,27.5,29.9,7,46.7,33.4,19.9,0.319,664875
