#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
281,Edward Olivares,PIT,R,OF,OF,85,291,264,34.6,8.7,34.1,7.4,69.1,45.8,13.1,1.6,111.3,53.6,19.5,4.2,2.2,1.3,3.2,0.261,0.319,0.421,0.740,0.296,658668
282,Zach McKinstry,DET,L,2B/SS/ 3B/OF,2B/SS/ 3B/OF,86,290,257,32.4,6.1,28.0,7.3,61.3,43.5,8.9,2.8,94.1,64.4,25.5,2.9,2.0,2.3,2.9,0.239,0.310,0.366,0.676,0.293,656716
283,Estevan Florial,CLE,L,OF,OF,87,289,253,33.3,8.9,31.5,9.7,57.3,33.3,13.9,1.2,100.3,92.8,29.9,2.0,2.1,1.8,3.6,0.227,0.309,0.396,0.705,0.315,664314
284,Jesse Winker,WSH,L,DH,DH,83,287,241,34.6,7.8,30.7,0.9,60.2,38.4,13.5,0.5,98.1,56.9,39.5,3.5,2.2,0.7,0.4,0.250,0.359,0.408,0.767,0.294,13590
285,Joey Ortiz,MIL,R,2B,2B,87,287,261,32.6,6.3,31.4,4.4,69.8,46.8,15.1,1.6,107.2,56.6,19.2,2.6,2.2,2.3,1.4,0.268,0.320,0.411,0.730,0.317,687401
286,Mauricio Dubon,HOU,R,2B/OF,2B/SS/ OF,87,285,262,35.6,6.8,33.3,4.2,69.1,48.4,12.8,1.1,104.4,42.9,15.7,2.5,2.0,2.2,1.7,0.263,0.306,0.398,0.704,0.290,643289
287,Austin Wells,NYY,L,C,C,87,285,253,36.3,10.7,35.6,2.5,58.5,33.3,14.0,0.4,105.5,68.6,24.8,3.1,2.1,1.1,1.0,0.231,0.304,0.418,0.722,0.272,669224
288,Darell Hernaiz,OAK,R,SS,SS,88,284,259,28.9,4.0,25.8,4.8,64.3,45.3,13.9,1.1,92.4,49.3,18.1,2.5,2.1,1.8,1.9,0.248,0.299,0.357,0.656,0.290,687231
289,Jurickson Profar,SD,S,OF,OF,86,283,247,33.3,6.1,29.0,2.0,58.9,37.6,14.5,0.7,92.9,50.9,30.5,2.9,1.9,1.6,0.7,0.239,0.326,0.377,0.703,0.276,10815
290,Christian Bethancourt,MIA,R,C,C,85,282,262,30.7,8.8,32.7,2.8,64.1,42.7,12.1,0.5,103.7,68.4,14.0,2.0,2.2,2.1,0.9,0.245,0.284,0.396,0.681,0.296,10028
291,Josh Rojas,SEA,L,2B/3B,2B/3B,85,278,246,31.9,5.3,27.4,8.5,59.0,37.8,15.4,0.4,91.1,63.5,27.1,1.4,2.1,2.1,2.3,0.240,0.314,0.371,0.685,0.300,668942
292,Paul DeJong,CHW,R,SS,SS,85,277,249,29.7,10.7,31.6,3.4,51.6,28.8,11.7,0.3,96.1,81.9,20.4,3.9,2.0,1.3,1.4,0.207,0.274,0.386,0.660,0.258,657557
293,Miguel Rojas,LAD,R,SS,SS,85,276,252,33.9,5.0,30.1,5.3,64.7,44.0,14.8,0.9,96.1,36.4,16.7,3.0,2.1,2.0,1.8,0.256,0.306,0.381,0.687,0.280,7802
294,Dylan Carlson,STL,S,OF,OF,75,275,238,34.9,7.2,30.6,2.8,61.0,38.2,14.2,1.4,99.8,52.8,27.8,4.3,2.0,1.6,1.1,0.256,0.339,0.418,0.758,0.298,666185
295,Travis d’Arnaud,ATL,R,C,C,77,271,246,33.7,10.3,36.9,0.6,60.9,37.8,12.3,0.5,105.1,62.8,18.1,3.8,2.0,1.0,0.3,0.247,0.306,0.427,0.732,0.289,7739
296,Jose Trevino,NYY,R,C,C,83,267,248,30.8,7.2,30.7,2.3,60.4,41.3,11.1,0.8,94.6,47.1,12.6,2.1,2.1,2.1,0.8,0.243,0.281,0.381,0.662,0.272,624431
297,Gary Sanchez,MIL,R,C,C,78,265,234,31.7,12.6,33.8,1.0,49.9,27.9,9.1,0.3,97.5,75.1,25.3,3.7,1.9,1.1,0.4,0.214,0.298,0.418,0.715,0.253,11442
298,Joey Wendle,NYM,L,SS,SS,82,261,243,29.0,3.9,26.1,5.8,59.3,38.5,15.6,1.3,89.2,54.2,12.3,3.5,1.9,1.6,2.1,0.244,0.287,0.367,0.654,0.297,13853
299,Wilmer Flores,SF,R,1B/3B,1B/3B,71,258,229,31.7,9.7,32.3,0.5,59.2,39.7,9.4,0.5,98.6,39.8,23.6,3.1,1.9,1.0,0.2,0.259,0.332,0.431,0.763,0.273,5827
300,Martin Maldonado,CHW,R,C,C,85,258,231,27.8,8.9,27.0,0.7,44.6,26.0,9.5,0.3,81.3,83.2,19.4,3.5,2.1,2.1,0.3,0.193,0.262,0.352,0.614,0.254,6887
301,Manuel Margot,MIN,R,OF,OF,76,253,230,28.7,4.7,26.9,6.3,61.6,42.4,13.5,1.0,91.3,43.2,18.3,1.9,1.9,1.5,2.4,0.268,0.323,0.396,0.719,0.309,14712
302,Tyler Black,MIL,L,3B,3B,71,252,216,29.7,5.4,25.5,10.3,51.9,33.5,10.5,2.5,83.7,54.9,29.7,3.8,1.9,1.6,3.9,0.241,0.339,0.389,0.728,0.296,672012
303,Pete Crow-Armstrong,CHC,L,OF,OF,70,251,226,28.8,6.5,26.1,9.3,55.1,37.0,9.6,2.0,88.2,68.7,17.5,3.3,1.8,1.8,3.7,0.244,0.303,0.390,0.693,0.318,691718
304,Nick Ahmed,SF,R,SS,SS,77,247,226,24.2,4.5,22.8,5.2,51.8,36.5,9.6,1.3,77.5,58.0,15.8,1.7,1.9,1.9,1.6,0.229,0.281,0.342,0.623,0.286,12147
305,Nick Gordon,MIA,L,OF,2B/OF,77,244,225,26.1,5.0,25.6,4.7,56.4,38.7,10.7,2.0,86.1,51.8,11.8,3.5,1.8,1.3,1.7,0.250,0.294,0.383,0.677,0.302,624503
306,Connor Joe,PIT,R,1B/OF,1B/OF,72,243,210,27.8,5.8,25.2,3.0,50.6,33.0,10.5,1.3,81.1,55.5,27.6,3.4,1.7,1.4,1.3,0.242,0.336,0.387,0.723,0.299,656582
307,Reese McGuire,BOS,L,C,C,77,242,222,26.5,3.5,23.9,2.2,54.9,38.1,12.4,1.0,79.8,55.6,13.7,2.4,1.9,1.8,0.8,0.247,0.294,0.359,0.653,0.312,15674
308,Enrique Hernandez,LAD,R,2B/SS/ OF,1B/2B/ SS/3B/OF,71,241,216,29.1,7.0,28.2,1.5,52.4,31.3,13.7,0.3,87.7,46.5,18.3,2.5,1.8,1.5,0.6,0.243,0.304,0.406,0.710,0.276,10472
309,Will Brennan,CLE,L,OF,OF,73,238,219,25.6,4.0,25.2,5.7,60.4,40.8,14.9,0.7,88.6,34.2,13.9,2.4,1.7,1.1,2.3,0.276,0.323,0.405,0.728,0.309,686823
310,Richie Palacios,TB,L,OF,OF,73,236,205,27.7,4.4,24.2,4.0,50.8,32.9,12.5,1.0,78.6,41.9,26.2,2.9,1.6,1.0,1.5,0.249,0.338,0.384,0.723,0.290,680700
311,Brandon Belt,FA,L,1B,1B,66,235,199,28.7,9.3,28.4,0.8,44.8,26.2,8.9,0.4,82.3,74.5,30.6,2.9,1.7,0.9,0.3,0.225,0.333,0.414,0.746,0.304,10264
312,Adam Frazier,KC,L,2B,2B/OF,72,235,212,26.9,3.4,23.5,5.1,56.3,40.0,11.5,1.4,80.8,30.5,17.1,2.6,1.7,1.4,2.2,0.266,0.323,0.382,0.705,0.295,15223
313,Mike Tauchman,CHC,L,OF,OF,72,235,199,28.2,4.8,22.4,2.9,48.2,33.5,9.4,0.5,73.1,56.1,29.2,2.6,1.8,1.9,1.0,0.243,0.341,0.367,0.709,0.310,15274
314,Andy Ibanez,DET,R,2B/OF,2B/3B/ OF,72,235,214,25.9,5.9,26.1,1.7,55.5,37.7,10.9,1.0,86.0,41.4,17.0,1.8,1.8,1.3,0.7,0.260,0.316,0.402,0.718,0.295,628451
315,Jakob Marsee,SD,L,OF,OF,70,233,200,26.2,5.1,23.2,6.7,46.5,30.2,10.6,0.6,73.8,53.4,27.5,2.8,1.8,1.5,2.5,0.233,0.330,0.369,0.699,0.289,805300
316,Abraham Toro,OAK,S,3B,2B/3B,72,232,206,25.2,5.8,24.2,2.5,50.3,31.9,11.8,0.7,80.8,43.3,20.0,2.6,1.7,1.4,1.0,0.244,0.315,0.393,0.708,0.281,647351
317,Jose Caballero,TB,R,2B/SS,2B/SS/ 3B,73,232,195,27.5,4.1,21.7,13.0,44.0,29.5,9.4,0.9,67.6,52.9,27.8,5.9,1.9,1.8,4.4,0.225,0.335,0.346,0.681,0.285,676609
318,Nick Loftin,KC,R,1B,1B/2B,73,232,209,26.1,5.3,25.3,3.8,53.7,37.7,10.0,0.8,81.0,38.2,16.9,2.5,1.7,1.4,1.5,0.257,0.315,0.387,0.702,0.289,679845
319,Santiago Espinal,CIN,R,2B/3B,2B/SS/ 3B,71,231,209,27.3,3.6,24.6,3.5,57.7,37.9,15.9,0.3,85.1,34.3,17.4,2.0,1.8,1.6,1.4,0.277,0.333,0.408,0.741,0.314,669289
320,Max Stassi,CHW,R,C,C,74,230,203,25.1,6.9,23.3,1.1,41.4,25.3,8.7,0.6,71.8,69.1,20.9,2.8,1.7,1.2,0.5,0.204,0.283,0.353,0.637,0.268,10059
321,Gavin Sheets,CHW,L,1B/OF,1B/OF,73,230,207,26.7,9.2,29.0,0.8,50.7,30.5,10.7,0.3,89.6,48.8,17.9,1.6,1.7,1.0,0.3,0.244,0.305,0.431,0.737,0.274,657757
322,Graham Pauley,SD,L,3B,3B,73,230,208,27.6,7.4,27.7,3.4,52.1,30.9,13.2,0.6,88.7,50.7,17.4,2.3,1.6,1.2,1.4,0.251,0.312,0.426,0.738,0.295,688363
323,Ramon Urias,BAL,R,2B/3B,1B/2B/ 3B,71,229,205,25.9,5.1,24.3,1.4,51.0,35.1,9.7,1.0,78.0,55.7,17.1,3.4,1.8,1.6,0.6,0.249,0.311,0.380,0.692,0.314,602104
324,Ezequiel Duran,TEX,R,SS/3B/ OF,SS/3B/ OF,72,229,211,28.5,7.5,28.9,4.5,54.7,34.6,11.6,0.9,90.7,57.0,13.3,2.5,1.7,1.5,1.9,0.259,0.307,0.430,0.737,0.319,677649
325,Kyle Manzardo,CLE,L,1B,1B,61,229,200,27.7,8.9,29.3,1.2,48.7,26.4,12.9,0.4,89.2,49.2,24.6,2.1,1.7,1.4,0.5,0.244,0.329,0.447,0.775,0.277,700932
326,Stuart Fairchild,CIN,R,OF,OF,72,228,201,27.0,7.1,26.0,5.3,45.5,25.5,11.9,1.1,80.8,64.8,19.8,4.9,1.7,1.2,2.1,0.227,0.307,0.403,0.710,0.295,656413
327,Patrick Wisdom,CHC,R,3B,1B/3B/ OF,67,227,199,27.4,12.0,30.3,3.2,41.5,21.8,7.2,0.5,85.8,81.1,21.7,2.7,1.7,1.1,1.3,0.208,0.291,0.430,0.720,0.272,13602
328,Kyle Farmer,MIN,R,2B/SS/ 3B,2B/SS/ 3B,71,227,207,25.5,5.4,24.3,2.1,51.2,34.9,10.0,0.9,79.2,46.0,13.2,5.1,1.7,1.0,1.0,0.247,0.305,0.383,0.688,0.292,14813
329,Miguel Amaya,CHC,R,C,C,73,226,195,27.3,6.7,24.2,1.4,43.9,27.9,8.6,0.6,73.8,60.2,21.8,5.4,1.7,1.6,0.5,0.225,0.315,0.378,0.693,0.286,665804
330,Carson Kelly,DET,R,C,C,72,224,197,25.6,6.4,23.6,1.5,44.8,29.6,8.3,0.5,73.3,49.7,20.7,2.5,1.7,1.5,0.6,0.227,0.304,0.372,0.676,0.269,13620
331,Matt Carpenter,STL,L,DH,1B,69,224,189,25.9,6.5,23.7,1.3,40.2,24.4,8.7,0.5,69.4,62.9,28.2,3.2,1.7,1.1,0.5,0.212,0.319,0.366,0.686,0.277,8090
332,Brandon Crawford,STL,L,SS,SS,68,222,198,24.9,5.7,24.0,1.9,46.7,31.4,8.8,0.8,74.2,50.9,18.3,2.7,1.7,1.3,0.8,0.236,0.306,0.375,0.681,0.288,5343
333,Yasmani Grandal,PIT,S,C,C/1B,64,221,189,24.7,5.6,22.8,0.6,44.5,30.3,8.3,0.3,70.3,46.4,27.4,2.2,1.7,1.0,0.2,0.235,0.336,0.371,0.707,0.280,11368
334,Christian Vazquez,MIN,R,C,C,71,221,202,24.3,4.4,22.4,1.6,49.5,34.8,9.9,0.3,73.4,44.3,14.7,1.6,1.7,1.6,0.7,0.245,0.297,0.363,0.660,0.291,9774
335,Austin Slater,SF,R,OF,OF,69,219,191,26.8,5.8,21.9,5.5,46.7,32.7,7.5,0.7,73.1,61.5,22.3,2.9,1.5,1.5,1.6,0.244,0.328,0.382,0.710,0.326,596103
336,Dylan Moore,SEA,R,2B/OF,2B/OF,69,218,187,24.3,6.3,22.8,10.8,38.5,21.2,10.2,0.9,69.3,66.5,23.0,4.4,1.7,1.4,3.8,0.206,0.303,0.370,0.673,0.278,664238
337,Victor Scott II,STL,L,OF,OF,66,218,197,24.6,3.3,21.1,16.4,49.8,36.2,8.7,1.5,71.6,40.9,13.8,2.9,1.8,1.8,6.0,0.252,0.306,0.363,0.669,0.300,687363
338,Colson Montgomery,CHW,L,SS,SS,61,215,186,24.4,4.9,20.2,1.4,41.8,27.2,9.1,0.7,66.9,52.5,22.7,3.7,1.6,1.3,0.6,0.225,0.317,0.360,0.677,0.284,695657
339,Garrett Cooper,CHC,R,1B,1B,64,213,190,23.9,6.8,25.1,0.4,47.2,31.0,8.7,0.6,77.7,58.7,17.7,2.6,1.6,0.9,0.2,0.249,0.317,0.409,0.726,0.320,643265
340,Nick Madrigal,CHC,R,3B,2B/3B,69,213,194,25.2,1.9,20.6,4.6,55.4,42.1,10.1,1.3,74.0,22.8,11.5,3.8,1.6,1.7,1.7,0.285,0.333,0.381,0.714,0.313,663611
341,Matt McLain,CIN,R,2B/SS,2B/SS,45,210,184,29.6,8.2,26.3,6.0,47.2,25.4,12.5,1.1,86.6,54.5,20.8,2.9,1.5,1.1,2.4,0.257,0.337,0.471,0.808,0.318,680574
342,Aledmys Diaz,OAK,R,SS/3B,2B/SS/ 3B,64,209,192,21.0,4.8,21.8,0.9,45.8,29.5,10.9,0.5,72.3,39.7,11.2,3.1,1.6,1.0,0.4,0.238,0.287,0.376,0.664,0.275,15937
343,Adam Duvall,ATL,R,OF,OF,61,207,188,25.2,9.8,29.4,1.4,40.8,22.4,8.0,0.7,79.6,66.4,13.8,2.5,1.6,0.8,0.6,0.217,0.277,0.423,0.700,0.274,10950
344,Omar Narvaez,NYM,L,C,C,69,207,183,24.9,4.6,21.6,0.9,44.4,30.2,9.2,0.4,68.2,41.3,19.6,2.3,1.6,1.4,0.3,0.244,0.321,0.374,0.695,0.288,13338
345,Michael Toglia,COL,S,1B,1B/OF,65,207,183,24.1,7.6,24.5,1.9,41.9,26.3,7.3,0.8,73.7,59.4,18.2,1.5,1.5,1.2,0.8,0.229,0.298,0.402,0.700,0.291,669911
346,Victor Caratini,HOU,S,C,C,65,203,179,25.8,6.2,23.8,1.2,44.2,30.7,6.7,0.5,70.6,43.6,18.0,3.0,1.6,1.3,0.5,0.247,0.321,0.394,0.715,0.290,605170
347,Ji Hwan Bae,PIT,L,2B/OF,2B/OF,64,203,180,23.3,2.7,19.2,10.3,46.4,31.8,10.6,1.2,67.5,43.3,18.1,1.8,1.5,1.5,3.8,0.258,0.328,0.375,0.702,0.322,678225
348,Dylan Crews,WSH,R,OF,OF,61,203,184,20.9,4.7,20.6,3.6,42.3,27.6,9.3,0.6,67.2,54.3,13.3,2.6,1.5,1.3,1.5,0.230,0.287,0.365,0.652,0.297,686611
349,Austin Barnes,LAD,R,C,C,65,202,177,24.5,5.3,21.9,2.8,39.5,25.1,8.8,0.4,64.9,44.3,18.9,2.5,1.6,1.5,0.9,0.224,0.302,0.367,0.669,0.265,12158
350,Freddy Fermin,KC,R,C,C,64,202,180,24.4,6.6,24.0,0.7,45.0,29.9,7.8,0.6,73.8,43.1,17.4,1.6,1.5,0.9,0.3,0.249,0.316,0.409,0.726,0.291,666023
351,Sean Bouchard,COL,R,OF,OF,61,201,172,26.2,7.4,25.0,3.7,43.8,26.7,8.5,1.1,76.8,54.0,22.5,2.1,1.5,1.3,1.5,0.254,0.341,0.446,0.786,0.323,656248
352,Kyle Higashioka,SD,R,C,C,65,197,181,23.1,7.9,24.1,1.0,40.9,24.6,8.2,0.3,73.2,52.6,11.7,1.2,1.6,1.5,0.4,0.225,0.273,0.403,0.677,0.270,5517
353,Vidal Brujan,MIA,S,2B,2B,65,197,176,22.1,3.8,19.4,10.4,41.6,29.1,7.3,1.4,63.0,39.2,16.3,2.2,1.5,1.4,3.8,0.237,0.305,0.359,0.664,0.282,660644
354,Jon Berti,NYY,R,SS/3B,2B/SS/ 3B/OF,64,196,174,24.2,3.5,20.0,9.8,43.9,32.0,7.3,1.1,63.7,41.0,17.3,1.7,1.4,1.4,2.6,0.252,0.321,0.367,0.688,0.309,12037
355,Curtis Mead,TB,R,3B,2B/3B,59,196,174,22.6,4.5,21.5,1.6,43.6,27.3,11.0,0.8,69.9,39.4,17.2,2.5,1.5,1.0,0.7,0.250,0.324,0.402,0.726,0.297,678554
356,Austin Hedges,CLE,R,C,C,64,194,176,19.6,5.0,18.9,1.6,35.8,24.0,6.5,0.3,57.9,49.0,12.7,2.1,1.5,1.5,0.5,0.203,0.260,0.328,0.588,0.248,12976
357,Luke Maile,CIN,R,C,C,64,194,171,23.4,4.9,20.9,2.0,39.8,23.3,11.4,0.3,66.4,51.2,16.7,2.9,1.5,1.5,0.8,0.232,0.306,0.387,0.693,0.299,13355
358,Robbie Grossman,CHW,S,OF,OF,57,194,166,22.1,5.3,19.5,2.1,37.1,22.8,8.6,0.4,62.3,50.2,23.5,2.0,1.4,1.2,0.7,0.224,0.322,0.376,0.698,0.285,5254
359,Edmundo Sosa,PHI,R,3B,SS/3B,64,194,179,22.6,4.8,21.7,3.5,44.2,29.3,8.7,1.3,70.0,45.7,7.9,5.0,1.5,1.3,1.4,0.247,0.294,0.392,0.686,0.304,624641
360,Akil Baddoo,DET,L,OF,OF,57,194,168,23.3,5.1,19.6,7.5,40.5,28.2,5.7,1.4,64.4,46.8,21.8,1.0,1.4,1.3,2.6,0.240,0.327,0.382,0.709,0.300,668731
361,Rob Refsnyder,BOS,R,OF,OF,58,192,165,24.0,4.0,19.5,3.2,42.5,29.3,8.6,0.6,64.3,45.2,21.1,3.2,1.4,1.1,1.2,0.258,0.348,0.390,0.738,0.329,13770
362,Emmanuel Rivera,ARI,R,3B,1B/3B,58,191,172,22.2,5.2,21.5,1.1,43.3,28.8,8.3,1.0,69.2,41.4,14.3,1.6,1.4,1.0,0.5,0.251,0.311,0.402,0.713,0.299,656896
363,James McCann,BAL,R,C,C,62,190,174,20.7,4.9,20.4,2.5,41.0,28.2,7.5,0.3,64.0,49.5,11.1,2.5,1.5,1.3,0.9,0.236,0.286,0.369,0.655,0.299,12859
364,Jose Azocar,SD,R,OF,OF,64,188,174,20.2,3.3,18.5,8.8,42.1,29.5,8.4,0.9,62.1,45.4,9.9,1.7,1.4,1.1,3.4,0.241,0.285,0.356,0.641,0.305,640492
365,Tom Murphy,SF,R,C,C,62,187,165,21.8,6.4,21.1,1.0,39.3,26.2,6.3,0.4,65.7,51.4,17.8,1.7,1.4,1.2,0.4,0.239,0.315,0.399,0.714,0.304,13499
366,Ivan Herrera,STL,R,C,C,58,187,156,23.0,4.6,19.9,2.2,38.7,25.6,8.1,0.4,61.4,42.4,24.9,2.6,1.4,1.1,0.8,0.248,0.355,0.393,0.749,0.309,671056
367,Orelvis Martinez,TOR,R,SS,SS,53,187,166,22.3,7.2,22.4,1.0,35.5,19.5,8.3,0.4,66.3,48.8,15.7,1.8,1.4,1.2,0.4,0.213,0.284,0.398,0.682,0.253,682619
368,Donovan Solano,FA,R,1B/2B,1B/2B/ 3B,56,186,166,21.0,2.7,18.4,0.5,45.3,32.6,9.5,0.4,63.8,39.5,13.8,3.9,1.4,0.9,0.2,0.273,0.338,0.384,0.722,0.339,8623
369,James Wood,WSH,L,OF,OF,53,184,164,19.9,6.0,20.9,2.7,36.9,21.0,9.1,0.9,65.6,60.3,15.2,1.7,1.4,1.2,1.1,0.225,0.293,0.400,0.693,0.312,695578
370,Jon Singleton,HOU,L,1B,1B,58,183,154,22.5,6.8,21.4,0.8,33.0,20.4,5.3,0.6,59.7,51.9,25.0,0.9,1.3,1.0,0.3,0.214,0.323,0.387,0.710,0.271,572138
371,Hunter Goodman,COL,R,OF,1B/OF,52,183,166,23.5,9.1,26.7,1.0,42.5,24.4,8.2,0.9,79.8,48.3,11.6,1.9,1.4,1.0,0.4,0.255,0.306,0.479,0.786,0.303,696100
372,Jake McCarthy,ARI,L,OF,OF,58,182,163,20.9,3.5,19.1,10.6,42.1,30.0,6.4,2.2,63.4,37.9,14.0,2.6,1.3,0.9,3.1,0.259,0.323,0.390,0.713,0.314,664983
373,Joshua Palacios,PIT,L,OF,OF,53,181,163,20.9,5.4,21.7,3.7,43.0,28.5,8.1,1.0,69.3,36.5,12.6,2.6,1.3,1.1,1.4,0.263,0.322,0.424,0.746,0.307,641943
374,Oswald Peraza,NYY,R,3B,2B/3B,52,181,162,21.8,5.6,21.2,5.8,39.7,26.9,6.7,0.5,64.3,40.0,13.2,2.8,1.4,1.1,2.0,0.245,0.308,0.397,0.705,0.290,672724
375,Luis Matos,SF,R,OF,OF,59,181,163,20.4,4.1,19.2,3.4,43.1,31.0,7.1,0.9,64.4,24.6,13.1,1.8,1.3,1.0,1.3,0.264,0.321,0.394,0.715,0.287,682641
376,Taylor Walls,TB,S,2B/SS/ 3B,2B/SS/ 3B,51,180,155,20.1,4.0,17.3,6.6,32.4,20.0,7.5,0.8,53.7,46.1,22.0,1.3,1.3,1.1,2.2,0.210,0.310,0.348,0.657,0.269,670764
377,Tyler Soderstrom,OAK,L,DH,C/1B,53,179,165,19.0,6.6,20.3,0.7,35.5,21.5,6.8,0.7,63.4,51.5,10.8,1.4,1.4,1.0,0.3,0.216,0.267,0.386,0.652,0.268,691016
378,Nick Pratto,KC,L,1B/OF,1B/OF,52,175,150,20.3,5.6,19.0,1.2,32.0,18.9,6.8,0.7,57.1,58.5,19.0,2.5,1.2,1.0,0.5,0.213,0.306,0.380,0.685,0.301,668472
379,Mark Vientos,NYM,R,DH,1B/3B,51,175,157,21.3,8.0,24.0,0.6,38.2,22.6,7.0,0.5,70.3,48.1,13.9,1.8,1.3,1.0,0.3,0.243,0.308,0.446,0.754,0.294,668901
380,Josh H. Smith,TEX,L,SS/3B/ OF,SS/3B/ OF,58,175,151,21.4,4.0,18.8,2.7,36.6,23.6,8.3,0.8,58.4,38.8,18.1,3.9,1.3,1.3,1.1,0.243,0.335,0.388,0.723,0.299,669701
381,Liover Peguero,PIT,R,2B/SS,2B/SS,53,175,160,19.0,4.5,18.9,4.8,39.5,27.1,7.1,0.9,62.0,39.9,11.0,1.2,1.3,1.1,1.8,0.246,0.296,0.386,0.682,0.298,678894
382,Jacob Stallings,COL,R,C,C,58,174,153,20.0,3.6,17.8,0.7,38.3,27.0,7.2,0.4,57.1,38.4,15.5,1.8,1.4,1.3,0.3,0.250,0.320,0.373,0.693,0.308,13723
383,Noelvi Marte,CIN,R,3B,3B,41,174,156,22.0,5.7,21.8,4.4,41.8,25.0,10.5,0.5,70.6,37.0,14.4,1.5,1.3,1.1,1.8,0.269,0.332,0.454,0.786,0.316,682622
384,Jake Cave,COL,L,OF,1B/OF,58,172,153,21.3,5.0,20.0,1.8,39.6,25.8,7.7,1.2,64.5,44.5,13.5,1.9,1.3,1.2,0.7,0.259,0.320,0.420,0.741,0.330,14477
385,Jorge Mateo,BAL,R,SS,SS,58,172,158,19.4,4.0,18.4,12.6,37.0,24.2,7.5,1.2,58.9,43.9,9.8,1.8,1.3,1.3,3.6,0.234,0.282,0.373,0.656,0.296,17273
386,Heston Kjerstad,BAL,L,DH,OF,47,172,155,21.3,5.5,21.9,1.2,40.9,25.5,8.9,1.0,68.5,38.6,11.3,2.8,1.3,1.0,0.5,0.263,0.320,0.441,0.761,0.314,677008
387,Riley Adams,WSH,R,C,C,57,171,151,19.0,5.3,18.9,0.9,33.5,19.5,7.9,0.8,58.9,52.1,14.5,3.2,1.3,1.1,0.4,0.222,0.300,0.391,0.691,0.298,656180
388,Korey Lee,CHW,R,C,C,58,166,152,17.4,4.5,16.9,3.3,32.3,19.8,7.6,0.4,54.3,47.5,9.6,1.3,1.3,1.3,1.1,0.212,0.261,0.356,0.617,0.274,686676
389,Coby Mayo,BAL,R,3B,3B,49,166,144,19.8,5.5,19.4,0.9,34.2,20.8,7.3,0.5,59.0,44.9,17.0,2.2,1.2,1.0,0.4,0.236,0.321,0.409,0.730,0.301,691723
390,Jonathan Aranda,TB,L,DH,1B,49,160,139,20.3,4.6,18.4,0.8,35.7,23.0,7.6,0.4,58.1,39.3,16.8,2.6,1.2,1.0,0.3,0.258,0.344,0.419,0.764,0.324,666018
391,Joey Wiemer,MIL,R,OF,OF,52,159,142,19.0,5.5,18.3,4.2,32.5,19.7,7.1,0.3,56.7,43.2,13.4,1.6,1.2,1.2,1.4,0.229,0.299,0.398,0.697,0.285,686894
392,Oswaldo Cabrera,NYY,S,OF,SS/3B/ OF,51,157,141,18.8,4.9,18.5,3.2,33.1,20.4,7.3,0.5,56.0,36.2,12.1,1.3,1.2,1.1,1.3,0.234,0.295,0.397,0.692,0.279,665828
393,Ben Rortvedt,TB,L,C,C,56,157,139,18.3,4.6,16.7,1.3,29.0,17.9,6.2,0.3,49.6,45.8,14.3,1.9,1.2,1.2,0.4,0.209,0.289,0.358,0.647,0.273,666163
394,Drew Waters,KC,S,OF,OF,51,157,139,18.4,4.1,17.3,5.3,33.2,21.2,6.4,1.5,54.9,46.1,13.6,1.6,1.2,1.0,1.9,0.239,0.309,0.396,0.705,0.324,671221
395,DJ Stewart,NYM,L,OF,OF,51,156,134,19.1,6.7,19.7,0.9,29.6,16.5,6.2,0.2,56.3,44.6,17.8,2.7,1.1,0.6,0.4,0.220,0.322,0.419,0.741,0.273,621466
396,Alec Burleson,STL,L,OF,1B/OF,51,155,141,19.0,5.1,19.6,1.3,38.2,25.2,7.5,0.4,61.9,24.4,10.6,1.2,1.1,0.6,0.5,0.270,0.323,0.438,0.761,0.293,676475
397,Corey Julks,HOU,R,OF,OF,51,154,138,18.2,4.5,17.9,4.4,32.6,20.7,7.0,0.4,53.9,38.3,12.6,1.3,1.1,0.9,1.6,0.236,0.302,0.391,0.693,0.292,667452
398,Jake Bauers,MIL,L,1B/OF,1B/OF,50,153,133,17.3,5.6,17.3,2.8,28.8,17.0,5.9,0.3,52.2,46.9,17.0,1.1,1.1,0.9,1.1,0.217,0.307,0.392,0.700,0.285,641343
399,Nick Martini,CIN,L,DH,OF,51,152,132,18.8,5.1,17.9,0.5,32.1,20.1,6.2,0.7,54.9,37.7,15.2,2.6,1.2,1.2,0.2,0.244,0.328,0.416,0.745,0.300,605361
400,Miguel Sano,LAA,R,1B,1B,50,151,132,19.1,7.9,20.8,1.4,29.2,15.2,5.7,0.4,59.4,51.4,14.7,1.3,1.1,0.9,0.6,0.221,0.300,0.448,0.748,0.287,12164
401,Joey Votto,TOR,L,1B,1B,47,151,130,17.3,5.1,17.2,0.3,28.3,17.0,5.8,0.3,50.0,42.2,17.0,2.5,1.1,0.4,0.1,0.217,0.315,0.383,0.699,0.276,4314
402,Andruw Monasterio,MIL,R,2B/3B,2B/3B,51,151,132,16.4,2.3,13.9,2.8,32.5,23.2,6.5,0.4,46.8,34.1,15.4,1.5,1.1,0.8,1.2,0.246,0.329,0.354,0.683,0.312,655316
